,WINDCODE,YOYEPS_BASIC,YOYEPS_DILUTED,YOYOCFPS,YOY_TR,YOY_OR,YOYOP,YOYOP2,YOYEBT,YOYPROFIT,YOYNETPROFIT,YOYNETPROFIT_DEDUCTED,DP_YOY,YOYROE,YOYOCF,MAINTENANCE,YOY_CASH,YOY_FIXEDASSETS,FA_RDEXP_YOY,YOY_EQUITY,YOYCF,YOYDEBT,YOY_ASSETS,ROE_AVG,ROE_BASIC,ROE_DILUTED,ROE_DEDUCTED,ROE_EXBASIC,ROE_EXDILUTED,ROE_ADD,ROA2,ROA,ROIC,ROP,ROE_YEARLY,ROA2_YEARLY,ROA_YEARLY,NETPROFITMARGIN,NETPROFITMARGIN_DEDUCTED,GROSSPROFITMARGIN,COGSTOSALES,NPTOCOSTEXPENSE,EXPENSETOSALES,OPTOEBT,PROFITTOGR,OPTOGR,EBITTOGR,GCTOGR,OPERATEEXPENSETOGR,ADMINEXPENSETOGR,FINAEXPENSETOGR,IMPAIRTOOP,EBITDATOSALES
2005-06-30,600573.SH,95.0,,225.7237,-4.6495,-4.6495,120.3062,,124.8966,189.7049306257473,138.156,76.2011,76.2011,132.9271,225.6073,-55.19933654875294,-25.094860213485127,-4.02456102108594,,2.2448509469766478,,14.529544665413399,4.964445204003069,1.066,1.07,1.06,1.0705,1.07,1.06,1.07,1.5435,0.8469,0.877,89.57303718979844,2.132,3.087,1.6938,2.6952,2.6226919657965793,33.6013,66.3987,3.2594571081247534,16.2885,100.06317873677371,2.6952,3.9987,4.9118,96.1842,8.4949,6.8683,0.9252,,15.987431663360455
2005-09-30,600573.SH,,,118.4915,2.602,2.602,47.054,,47.9002,54.24097136637918,43.263,281.8767,281.8767,39.8657,118.4593,-3.3347320405659673,24.157189299339443,-1.9312818482602003,,2.429008048109276,,34.39333742037775,8.195735920846058,2.4311,,2.4,2.437,,2.41,,3.5082,1.947,2.0399,73.3636833560364,3.2415,4.6776,2.596,3.4866,3.3985771094380035,33.6046,66.3954,4.302728925689727,14.637,100.01005435230927,3.4866,5.4954,6.2822,94.7216,7.6292,6.2205,0.7873,,16.090610097324255
2005-12-31,600573.SH,86.2069,,92.2172,4.8528,4.8528,71.5006,,95.8416,100.99865873824616,85.7619,65.8958,65.8958,80.4576,92.2036,150.1633578897244,36.97606743927872,16.81351527306476,,2.939396320712475,,15.701298636384053,5.2232174547380845,2.8968,2.9,2.86,2.5071,2.5,2.47,2.5,4.4415,2.3578,2.4485,73.52476200002181,2.8968,4.4415,2.3578,3.2733,2.760037001405049,32.4868,67.5132,3.995409277188068,14.4143,88.03950183856435,3.2733,4.7618,6.1662,95.4495,6.968,6.6815,0.7648,,16.561854676672795
2006-03-31,600573.SH,,,-4.5392,28.1843,28.1843,129.6314,,131.6679,100.59904172358077,108.0869,106.5164,106.5164,107.8092,-4.4647,,59.80324980190027,16.57360876711268,,3.555406217829131,,9.935158131433337,4.9518806243861295,0.0434,,0.04,0.0358,,0.04,,0.2629,0.0025,0.0056,335.4905917768679,0.1736,1.0516,0.01,0.0177,0.19106625923503673,26.6078,73.3922,0.020303571155431268,13.6995,95.74829451972295,0.0177,0.8745,1.8268,99.1428,5.8438,6.9422,0.9135,,
2006-06-30,600573.SH,28.2051,,-5.5612,21.4361,21.4361,23.1909,,31.5976,23.765612038270696,26.6569,17.6776,17.6776,24.6888,-5.5509,253.65340975268919,13.942300443923813,15.641830118946153,,1.5784204406310853,,-14.066637111223088,-2.2599322477890245,1.3204,1.31,1.32,1.2319,1.22,1.23,1.22,1.8787,1.0346,1.3315,152.9481893247787,2.6408,3.7574,2.0692,2.7469,2.5415191466038136,29.9656,70.0344,3.2796672951412122,13.7197,93.67097851777153,2.7469,4.0565,4.9878,95.9501,6.5244,6.5336,0.6617,,15.082043846492185
2006-09-30,600573.SH,,,2.6169,18.0895,18.0895,29.2905,,32.6947,26.81370237275789,27.4565,23.4123,23.4123,25.2829,2.6136,,8.152715684260723,13.276562714535459,,1.7350121810746026,,-22.936887943392406,-3.8653656922440756,3.028,,3.01,2.9391,,2.92,,4.3673,2.4569,2.9976,119.53673246878121,4.0373,5.8231,3.2759,3.7442,3.5517644650228823,31.0894,68.9106,4.591235563320881,12.6401,97.44433826744617,3.7442,6.0167,6.6554,94.0009,6.3904,5.7687,0.4809,,
2006-12-31,600573.SH,29.6296,,-7.2819,16.0305,16.0305,32.4654,,33.505,29.402723691329037,30.1977,25.3646,25.3646,26.4615,-7.2885,-61.29360709804777,-9.543491152200046,-13.71370166240741,,2.9544481187642857,,-25.216245260349375,-2.6847782074402273,3.6636,3.67,3.63,3.053,3.07,3.04,3.07,5.4575,3.0158,3.5624,87.13306065781185,3.6636,5.4575,3.0158,3.6506,2.9820672193437963,30.8007,69.1993,4.462159839585625,12.6127,87.35389866084661,3.6506,5.4363,6.6061,94.6025,6.2006,6.0242,0.3879,0.7509708467715339,16.01817467461793
2007-03-31,600573.SH,750.0,750.0,71.43,17.5003,17.5003,301.2317,,291.0605,13140.4055367232,939.22,1141.9125,1141.9125,0.4,77.65,,18.12347837645921,-14.129838906327874,,3.3501265488468586,85.40793347498825,-22.303208022546627,-2.60187387574838,0.4375,,0.44,0.4312,,0.43,,0.6132,0.3461,0.4685,327.6160345054447,1.75,2.4528,1.3844,1.9926,2.019462636383407,28.3669,71.6331,2.330317066779842,13.8729,98.238652685251,1.9926,2.9862,3.5302,97.0248,6.4423,6.9402,0.4905,,
2007-06-30,600573.SH,40.00000000000001,40.00000000000001,-2.7,8.6733,8.6733,30.55,20.241579203695125,27.94,29.90316641834313,30.71,29.8,29.8,0.4,-4.35,-123.65225562826443,-0.12703571181206785,-14.491819568201683,,3.090989524650766,23.159257821000974,-19.125362349980474,-1.6872478734867715,1.6752,1.68,1.68,1.5514,1.55,1.55,1.55,2.2713,1.374,1.7213,187.2823448027782,3.3504,4.5426,2.748,3.2835,3.03415290468949,28.6884,71.3116,3.9472418603035373,11.8722,95.57840776114202,3.2835,4.8731,5.4278,95.1244,6.5133,5.0214,0.3375,,14.342006030756249
2007-09-30,600573.SH,25.833333333333336,,-12.16,5.8342,5.8342,18.3022,,19.1988,29.24125328423573,30.7004,30.171,30.171,25.9551,-11.86,,10.115598710953673,-14.684504561253252,,3.767504472290098,40.881585369933866,-3.4226711781645074,2.2780396251520316,3.8288,,3.79,3.7013,,3.66,,5.0221,3.1822,3.8982,135.7293741291266,5.1051,6.6961,4.2429,4.5723,4.368499338068751,29.5032,70.4968,5.642216266650425,10.54,96.71131567131738,4.5723,6.7255,7.2159,93.289,5.5126,4.7657,0.2617,,
2007-12-31,600573.SH,28.57142857142855,28.57142857142855,-22.03,4.8069,4.8069,27.2298,,14.52,23.39861852197555,25.13,34.05,34.05,0.79,-21.35,-60.67261333408046,21.932593496015322,-6.304028346929583,,2.743763767989332,219.46249391816207,-6.405777355588739,1.073440242280185,4.4575,4.42,4.4,3.9973,3.96,3.94,3.96,5.9522,3.7527,4.3413,100.62030328456134,4.4575,5.9522,3.7527,4.2982,3.831370104092297,29.584,70.416,5.284394742650833,10.9209,97.04802325055944,4.2982,6.5994,6.8174,93.5927,6.0746,4.8291,0.0172,-0.003551150629197218,15.451495829744193
2008-03-31,600573.SH,0.0,,-99.17,-12.1292,-12.1292,-41.2987,-46.605547695416114,4.8403,-0.28165286791656957,10.61,-35.2423,-35.2423,0.03,-99.08,,-39.38759192492062,-5.700481463085856,,0.7476861365442664,-112.14347496583812,-2.7336019780479717,-0.18613146102503567,0.4756,,0.47,0.2744,,0.27,,0.5494,0.3437,0.4042,272.2789839086013,1.9024,2.1976,1.3748,2.2612,1.4882741156415007,29.5075,70.4925,2.642470129514381,15.0795,55.00493568012686,2.2612,1.9949,3.6147,97.882,6.9077,8.1839,-0.012,,
2008-06-30,600573.SH,57.14285714285713,52.28571428571427,-2.7778,-1.5299,-1.5299,15.083,8.43126027249629,37.1351,58.78721368506533,63.2319,30.5736,30.5736,57.617,-0.6574,-54.545743364008445,35.17593131857584,-2.234534994400155,,3.5623756219253058,59.22969991658147,-0.6122030467174956,2.485537268788164,2.6509,2.62,2.64,1.9638,1.94,1.96,1.94,2.8668,2.1434,2.5141,166.89432413229358,5.3018,5.7336,4.2868,5.2947,4.0233556370766,31.3966,68.6034,6.445758264349917,13.5394,80.20885512461824,5.2947,5.6952,7.0817,94.2407,6.8058,6.7525,-0.0188,,15.858618484454059
2008-09-30,600573.SH,54.96688741721856,,-20.0,1.6986,1.6986,14.2689,10.815827884424424,29.1794,52.82388074100606,55.0001,30.5752,30.5752,48.2784,-20.0025,,32.69824599749049,-1.983236460933218,,4.533190346920728,43.51590752898002,-4.5214879332495865,2.782217986768141,5.7258,,5.6199,4.6629,,4.5767,,6.1334,4.7704,5.5885,131.32266999909137,7.6344,8.1779,6.3605,6.8708,5.608905135569034,32.2177,67.7823,8.565036156179117,12.4371,85.54843125337244,6.8708,7.5568,8.834,92.4028,6.7831,5.6534,0.0006,,
2008-12-31,600573.SH,55.16458569807037,,-23.4,-0.1878,-0.1878,7.2609,9.010075717771912,24.0592,54.07724061350873,55.109,36.45,36.45,47.9676,-23.8501,-46.55790556332392,52.428934881381075,-4.50083523517555,,4.82635966280359,145.4249996202326,-20.46418955303627,1.1455318376191101,6.6609,6.68,6.51,5.2546,5.27,5.13,5.27,7.2308,5.7186,6.4642,107.11186024467266,6.6609,7.2308,5.7186,6.635,5.23770637332642,31.5869,68.4131,8.231716434689188,12.1892,83.90718215116327,6.635,7.0919,8.3895,92.9329,6.3921,5.8477,-0.0506,0.7501635544196316,16.444385060155867
2009-03-31,600573.SH,-26.31578947368421,,-731.58,19.1267,19.1267,7.3376,5.094752235750221,-30.0114,-31.064005611195576,-27.8171,-0.9169,-0.9169,-32.4098,-706.9192,,40.003707496000345,-4.550316274474557,,6.794970534303244,-188.03237553666935,-27.94971117312447,0.4083461282209761,0.3245,,0.32,0.257,,0.26,,0.3758,0.2351,0.2625,298.74271660358573,1.298,1.5032,0.9404,1.3085,1.237865451657234,29.2497,70.7503,1.5153188078410975,15.6022,84.35802838049501,1.3085,1.7975,2.0918,98.1032,7.8762,7.7649,-0.0389,,
2009-06-30,600573.SH,18.181818181818183,,58.19,12.5977,12.5977,40.2676,40.89056211637985,16.7637,22.61590989006574,22.0472,59.83,59.83,16.367,58.1853,-175.3684041606553,59.95913161669628,-8.350906039131214,,4.881289657497832,74.21739348942734,-9.305851865109904,2.386800828374074,3.0856,3.04,3.07,2.9935,2.95,2.98,2.95,3.2605,2.5822,2.9415,177.33453048228932,6.1712,6.521,5.1644,5.7658,5.711208353662442,32.2331,67.7669,7.111859772744203,13.3064,96.35447306284287,5.7658,7.0948,7.2804,92.7494,7.4727,5.9014,-0.0677,,14.437085344379962
2009-09-30,600573.SH,25.962360992301104,,96.15,9.3888,9.3888,43.6215,42.59693900657698,26.3421,26.259790710825452,25.953,49.7905,49.7905,19.2445,94.8833,,99.68547276798596,-8.63752954739115,,5.625833189588421,140.02907770437244,8.20812379080915,5.970869359106641,6.8532,,6.7,6.6372,,6.49,,7.4177,5.8122,6.6926,141.39127494371024,9.1376,9.8903,7.7496,7.9305,7.680502904984747,33.7069,66.2931,10.152705541078868,11.8191,97.2485981049146,7.9305,9.9217,10.1212,90.0144,6.8191,5.0812,-0.0812,,
2009-12-31,600573.SH,14.814814814814806,,141.67,6.4203,6.4203,31.6996,30.63541876364193,14.153,12.39385959265243,12.4468,35.59,35.59,7.2403,144.9781,-59.92689221600476,145.4389238735069,-5.945932307770443,,4.85492939496813,295.7116937035805,0.5895654765582203,4.30341546871674,7.1441,7.16,6.9787,6.7959,6.81,6.6386,6.81,7.9723,6.2563,6.919,104.8621856534884,7.1441,7.9723,6.2563,7.0074,6.67350266288958,32.5144,67.4856,8.84619297166127,11.7279,96.80466222273606,7.0074,8.7765,8.9294,91.266,6.5906,5.2583,-0.1209,0.9533485482342303,16.212753373444446
2010-03-31,600573.SH,3.676470588235298,,258.33,-15.2084,-15.2084,12.2682,-12.691380230773092,1.0967,3.6592607130817716,3.7471,19.8191,19.8191,-1.0532,263.8001,,194.05605054247405,-6.235475139884982,,4.85134048980655,112.46258441594836,-5.454712557463413,3.4374258132295714,0.321,0.32,0.3205,0.2937,0.29,0.2932,0.29,0.3041,0.2346,0.216,355.29554397369924,1.284,1.2164,0.9384,1.5997,1.7492298103277717,27.7477,72.2523,1.857347205054834,13.8752,93.6798423141474,1.5997,2.3799,2.0736,97.6201,7.0419,7.3002,-0.4669,,
2010-06-30,600573.SH,-19.230769230769237,,-52.43,-19.8863,-19.8863,-19.4705,-24.088978392053324,-19.7504,-20.869072355134165,-19.4463,-20.4,-20.4,-21.8234,-52.4256,-111.60469785757836,46.72424149389888,-5.573579689963296,,3.0407139167835346,-76.24310019006565,-20.659242621139498,-0.6230245792656219,2.3912,2.34,2.4036,2.2925,2.24,2.3044,2.24,2.4782,2.0077,2.1584,151.1776270680577,4.7824,4.9564,4.0154,5.6951,5.674897031435988,33.6387,66.3613,6.989583999024496,15.1183,96.69063437117813,5.6951,7.1316,7.0298,92.8684,8.034,7.4099,-0.3255,,15.743951820677752
2010-09-30,600573.SH,-8.998302207130719,,-31.37,-14.891,-14.891,-5.6522,-8.077325448561863,-6.4867,-9.7018075154026,-8.9859,-7.9796,-7.9796,-11.5511,-31.039,,26.891701317545895,-5.357670421521896,,2.900272294131413,-37.378216285674235,-16.64289515095137,-0.36474605222003714,6.0058,5.99,5.9274,5.8809,5.87,5.8041,5.87,6.6808,5.1531,5.708,106.64942167985502,8.0077,8.9077,6.8708,8.414,8.304211336030848,35.7466,64.2534,10.886391709684448,13.0362,98.11637279727975,8.414,10.9987,10.9084,89.0013,7.4103,5.9272,-0.3014,,
2010-12-31,600573.SH,-32.25806451612904,-32.25806451612904,-41.38,-17.044,-17.044,-31.4362,-33.6755060997392,-28.8129,-32.68371663074221,-31.1786,-34.88,-34.88,-32.127,-42.0778,-78.32549436406691,25.4031084148153,-8.042753123697056,,1.3974031495971708,-57.436109857159565,2.1997928624472345,1.3676995295987038,4.7695,4.78,4.7366,4.2929,4.31,4.2633,4.31,5.3733,4.0966,4.3985,61.686689115514135,4.7695,5.3733,4.0966,5.6863,5.238475479220373,34.0098,65.9902,7.018975255374592,15.0227,93.23728831103716,5.6863,7.2539,7.4584,92.8091,8.7921,6.5352,-0.3046,0.19584949390981368,15.942053436014321
2011-03-31,600573.SH,100.0,,-300.0,-0.9182,-0.9182,5.9533,3.874670285580532,8.8033,20.55814111948995,6.5027,5.244,5.244,5.018,-321.9873,,17.25104659220362,-8.121107909493466,,1.413767463150634,-994.9583962573689,-7.086048037407325,0.31972398642409855,0.3372,0.34,0.3366,0.3048,0.3,0.3042,0.3,0.3303,0.2805,0.2582,216.97750970370916,1.3488,1.3212,1.122,1.9464,1.8580186244793735,29.8787,70.1213,2.2309188376848423,17.1263,91.22599557759465,1.9464,2.545,2.2917,97.4964,8.9025,8.7218,-0.498,,
2011-06-30,600573.SH,7.619047619047627,7.619047619047627,16.93,3.2144,3.2144,23.1668,24.50130302806044,21.6284,12.144669905745719,8.089,9.61,9.61,4.7253,16.9305,-142.38099318628264,-44.45757649192961,-7.357425405293429,,3.2120112125030644,-935.7706705113989,20.074176647357042,5.189899810372181,2.5266,2.5,2.5172,2.4564,2.43,2.4474,2.43,2.9606,2.1799,2.4007,114.0400258543742,5.0532,5.9212,4.3598,6.1878,6.026787989414912,36.9623,63.0377,7.621065941225699,18.1561,97.91359150423125,6.1878,8.5102,8.4039,91.5291,11.6502,6.767,-0.2611,,16.618941365784192
2011-09-30,600573.SH,-33.33333333333334,-33.33333333333334,-54.29,-4.0541,-4.0541,-30.5279,-33.13222591691194,-29.1577,-32.276161096234574,-32.1738,-36.2126,-36.2126,-32.8464,-53.9844,,-60.18664854965752,-7.411001045790094,,1.0015496796334227,-242.0545925651786,-18.331979744822306,-1.7281690061831143,4.0253,4.02,3.9805,3.7069,3.7,3.6656,3.7,4.7573,3.4978,3.8323,43.54583469537671,5.3671,6.3431,4.6637,5.9391,5.520867936060234,35.6727,64.3273,7.27007546818646,17.365,96.21876498934215,5.9391,7.9639,8.0778,92.3456,11.7577,5.8063,-0.1991,,
2011-12-31,600573.SH,-38.095238095238095,-38.095238095238095,-84.31,-3.118,-3.118,-45.7321,-56.45435852861191,-34.4512,-37.10208498004826,-36.7819,-60.5009,-60.5009,-37.5335,-83.9582,-23.557164306970105,-14.127529468441042,-2.4478751590783556,,1.2032186049611158,-169.74091834096876,-25.00800185762077,-1.7255166458453381,2.9765,2.84,2.9588,1.6739,1.68,1.664,1.68,3.5164,2.5816,2.7222,35.09914076332489,2.9765,3.5164,2.5816,3.6917,2.1357455967086936,34.0007,65.9993,4.291787974840808,20.0174,77.19114638644317,3.6917,4.0632,5.0285,96.7034,13.72,6.4988,-0.2014,-0.12961322924243804,13.605251891484412
2012-03-31,600573.SH,-650.0,,-50.0,-13.1543,-13.1543,-687.3909,-885.3096783302133,-628.1416,-856.9666664208108,-797.6782,-916.8713,-916.8713,-808.2018,-49.5626,,-14.135352492477104,-2.9180802162451362,,-1.485961425508571,13.9992446846052,-25.652766302486086,-4.241750450273663,-2.3559,-2.36,-2.3839,-2.4934,-2.49,-2.5231,-2.49,-2.2155,-2.1887,-2.4146,32.15192703473402,-9.4236,-8.862,-8.7548,-16.9655,-17.476532932025314,17.3871,82.6129,-15.980845578055735,23.5483,101.46013715151538,-16.9655,-17.2132,-17.1732,117.9277,14.4086,9.3474,-0.2077,,
2012-06-30,600573.SH,-191.15044247787608,,-43.33,-14.9028,-14.9028,-166.1256,-174.75583178778368,-163.5678,-197.028018137784,-190.6565,-200.26,-200.26,-193.4008,-43.3286,-77.5937825946823,40.26486378170158,-4.62476600518716,,-2.9381898875899823,63.8605621189385,-12.426304782004522,-4.413372436467176,-2.3107,-2.29,-2.3511,-2.4846,-2.47,-2.528,-2.47,-2.0765,-2.1828,-2.5183,-27.7892036995521,-4.6214,-4.153,-4.3656,-7.0554,-7.100733257065076,24.4911,75.5089,-7.3672188444416715,20.2583,101.85349266668851,-7.0554,-6.613,-6.712,107.0233,12.3804,8.0666,-0.1888,,3.4205923561731546
2012-09-30,600573.SH,-172.22222222222223,,-31.25,-20.379,-20.379,-156.1688,-169.22777260804253,-152.2853,-180.24626085214558,-172.7708,-189.2069,-189.2069,-176.6363,-30.916,,49.926650235194806,-4.896685627529665,,-5.043974916556597,70.22641668432904,-19.236366035012434,-6.864599668384733,-2.9877,-2.98,-3.0505,-3.3728,-3.37,-3.4436,-3.37,-2.8081,-2.9339,-3.3965,-50.48004836338023,-3.9836,-3.7441,-3.9119,-5.9857,-6.1855522192670565,26.1377,73.8623,-6.3275754105232815,20.7353,103.365447574569,-5.9857,-5.6181,-5.7291,106.1882,13.3387,7.6905,-0.2939,,
2012-12-31,600573.SH,-323.07692307692304,,-141.625,-21.5575,-21.5575,-322.5021,-426.52101328642607,-264.0703,-344.07073650511745,-325.1368,-514.73,-514.73,-343.3247,-141.0044,-95.01399732682484,-10.950503695378739,-11.232515235045975,,-7.474727797674465,33.43869443077475,-24.214103685736703,-9.072213853824405,-6.5947,-6.6,-6.8661,-7.1738,-7.18,-7.469,-7.18,-6.3529,-6.3357,-7.1441,-59.37016086711871,-6.5947,-6.3529,-6.3357,-10.9234,-11.291923120343723,23.3926,76.6074,-11.049201715778716,22.2537,103.19583131890424,-10.9234,-10.8408,-10.9531,111.4671,14.1887,8.4773,-0.4123,-7.861349161902679,0.3178286063982365
2013-03-31,600573.SH,46.15384615384615,,183.3333,2.5416,2.5416,45.6301,30.255202092808496,48.5319,48.520682998721995,48.2203,32.8142,32.8142,29.2352,180.3461,,-2.021789634321887,-11.292989077209969,,-6.971923400989056,157.13506980322444,-21.632857286253383,-8.413817946401632,-1.6729,-1.67,-1.687,-1.807,-1.81,-1.8222,-1.81,-1.5937,-1.5619,-1.7159,-173.2078255051309,-6.6916,-6.3748,-6.2476,-10.7669,-11.450721479669888,19.0071,80.9929,-10.301241492415137,23.5271,106.85832491652178,-10.7669,-11.5028,-10.9862,111.7201,12.4951,11.2537,-0.2216,29.91530860593051,
2013-06-30,600573.SH,80.0,,118.0524,-2.2949,-2.2949,79.0885,72.66625718051054,83.5432,77.6372968602218,78.5695,71.2402,71.2402,77.4703,118.0944,-188.80781556994856,0.8905774636809299,-10.729244829727532,,-4.878944524864778,52.97143114278574,-22.818254273392515,-7.305854260073824,-0.5283,-0.53,-0.5297,-0.7623,-0.76,-0.7644,-0.76,-0.4418,-0.532,-0.7149,-79.98426203972404,-1.0566,-0.8836,-1.064,-1.6148,-2.090122217974727,29.7752,70.2248,-1.77094034502788,20.9602,129.4244962438894,-1.6148,-1.4153,-1.3411,101.7998,12.8261,8.3519,-0.2179,0.428557758848523,7.990851884996254
2013-09-30,600573.SH,161.53846153846155,,186.5455,10.6167,10.6167,166.3724,147.23299902785888,174.4725,155.8304281815118,161.659,143.8947,143.8947,162.7679,182.0383,,0.3914165625244341,-10.120537163388274,,-1.7666259280227754,60.97020500425179,32.417583148154435,1.531333214479865,1.934,2.01,1.9147,1.5542,,1.5388,,1.9382,1.7044,1.7776,-17.422856618170034,2.5787,2.5843,2.2725,3.0211,2.454540725342251,33.0212,66.9788,3.4902723751546865,19.5795,92.1227973123163,3.0211,3.371,3.4355,97.0036,12.6996,7.1036,-0.2238,-0.14302211685400706,
2013-12-31,600573.SH,127.58620689655173,,1046.2462,15.3074,15.3074,122.5403,112.11062719629399,133.3977,126.1806403247014,128.4208,111.2388,111.2388,128.0157,1047.388,-28.54021268335767,15.888366960440786,-2.643637143130508,,1.4457965332950458,229.20420049055136,4.456531537301088,1.5843701001556125,1.9374,1.93,1.9236,0.8334,0.83,0.8275,0.83,1.9113,1.7289,1.6752,15.620147516788913,1.9374,1.9113,1.7289,2.4802,1.1006028867390358,32.1051,67.8949,2.809166923136443,20.3932,69.64755917476205,2.4802,2.1192,2.7418,98.4875,13.0191,7.6388,-0.2648,1.0183092941018086,10.310781845537347
2014-03-31,600573.SH,14.285714285714295,,74.0,-6.4506,-6.4506,-20.2644,-21.12377606101674,11.1809,11.200364840102543,12.7785,-21.7518,-21.7518,14.656,71.4774,,-48.50063659602332,-1.4416660250770965,,2.199903444128414,-1791.9144237855683,18.300788299196846,3.278505886985631,-1.433,-1.43,-1.4397,-2.1607,,-2.1708,,-1.386,-1.3541,-1.5022,57.846480057067964,-5.732,-5.544,-5.4164,-10.2202,-14.902779145602555,25.5078,74.4922,-9.69989229290523,30.8718,144.69026819910266,-10.2202,-14.7876,-10.4608,115.2393,17.5809,13.5315,-0.2406,-0.005200650442408737,
2014-06-30,600573.SH,250.0,,-5.2233,7.7907,7.7907,104.8369,64.33893914757452,275.2511,199.6341558726801,226.0786,70.5083,70.5083,222.9345,-5.2057,-31.99188143284415,23.580940015154024,-0.8728349406694831,,2.557487050324804,42.67617488141299,6.07126382654832,2.835264707617415,0.653,0.65,0.6512,-0.2204,-0.22,-0.2198,-0.22,0.5522,0.5185,0.5095,43.32852568651615,1.306,1.1044,1.037,1.4926,-0.5718608777237495,32.6448,67.3552,1.6474382437887996,23.2483,3.5721048665200117,1.4926,0.0635,1.5895,100.5096,14.9738,8.4324,-0.1579,13.844929622290106,7.477676873754917
2014-09-30,600573.SH,100.0,,4.7747,8.3877,8.3877,49.2918,54.628393240798864,76.7983,100.47355823858038,101.7462,68.79,68.79,96.4365,4.7702,,37.79885461996483,-0.11142464958079676,,2.7030014858917277,232.65768009040633,-11.418231243030995,0.7818299245107219,3.8222,3.82,3.7612,2.5699,,2.5289,,3.5171,3.3776,3.6284,33.18371550663141,5.0963,4.6895,4.5035,5.5878,3.8224079440222534,34.6577,65.3423,6.516054537836931,20.4128,77.79023001419839,5.5878,4.6432,5.8187,95.9055,13.7489,6.814,-0.1502,0.0942457186740877,
2014-12-31,600573.SH,62.5,,5.7125,4.1067,4.1067,41.5498,64.78217044100202,43.2252,68.87372206483052,70.1218,100.74,100.74,66.0149,5.6977,-50.08776825609483,19.950005419829413,-3.7503024877921574,66.92476753480538,2.4738022029197,45.513604684004285,6.188026928179745,2.6026904219311735,3.0265,3.03,2.9899,1.3977,1.4,1.3808,1.4,2.6628,2.6717,2.7229,19.636881480542442,3.0265,2.6628,2.6717,3.7586,1.807795122704978,34.0441,65.9559,4.272459871149927,22.0168,67.13413125913677,3.7586,2.6596,3.746,98.1009,14.5091,7.69,-0.1823,1.8134303178778202,9.538531889786688
2015-03-31,600573.SH,0.0,,-82.8736,4.2483,4.2483,35.2275,28.975921143988163,6.7715,6.771478583810262,7.4364,29.841,29.841,8.3436,-82.8427,,82.90069240247979,-3.7692176546656833,,2.0864889825311246,33.84764269864514,-7.280475595095787,1.166504807207191,-1.311,-1.31,-1.3196,-1.4821,,-1.4919,,-1.2825,-1.2521,-1.3867,62.75119309872878,-5.244,-5.13,-5.0084,-9.2358,-10.029561162002972,30.6588,69.3412,-9.188426092765729,31.1749,100.20397234069529,-9.2358,-9.2547,-9.4606,110.3944,16.5199,14.8797,-0.2247,-0.0013200858324731385,
2015-06-30,600573.SH,33.33333333333334,,-6.0072,-0.9862,-0.9862,2068.1345,197.98836648364593,48.879,80.61289891025721,69.3802,302.3529,302.3529,50.1823,-6.0053,-91.1838828812406,-57.92011993372345,-3.591819825547203,,1.9581878910028276,-1298.0073090346175,-1.7756311848085862,1.4328395382717594,0.9782,0.97,0.978,0.4364,0.43,0.4362,0.43,0.7545,0.8181,0.8279,37.15400016105026,1.9564,1.509,1.6362,2.4261,1.168702847431194,34.5615,65.4385,2.723191128484257,23.6528,81.09931131154173,2.4261,1.9698,2.2377,99.0221,14.3317,9.4775,-0.1563,,8.058989991688952
2015-09-30,600573.SH,-6.250000000000005,,-35.9727,-9.9867,-9.9867,3.9838,-1.8384461141893442,-13.4837,-7.644906825317342,-8.2207,5.89,5.89,-9.7929,-35.9648,,-45.288405915971616,-3.5262905354378793,,1.7429306739486112,-748.775698783748,-26.572182501166235,-1.5373381139684525,3.4357,3.42,3.3929,2.6653,,2.632,,3.0361,3.1053,3.2935,19.269110684363014,4.5809,4.0481,4.1404,5.7332,4.4966644769251465,36.0114,63.9886,6.713782590261492,21.4062,93.49588597206481,5.7332,5.3638,5.6054,95.5623,13.4581,8.0796,-0.1316,,
2015-12-31,600573.SH,-30.769230769230777,,-42.1495,-9.3437,-9.3437,-1.8191,-30.040834174201176,-22.3844,-27.93189757697388,-29.0772,-27.37,-27.37,-29.9176,-42.1407,-66.58793378134986,10.215220988180468,-5.3645108097045835,16.034476064759097,1.199188046180799,-38.58067769349615,-16.26231650997533,-0.13980995397545318,2.1079,2.11,2.0954,0.9969,1.0,0.991,1.0,2.0528,1.9024,1.9393,14.589795590697172,2.1079,2.0528,1.9024,2.9879,1.448351916707821,34.553,65.447,3.374985657966452,23.0848,84.92223222735828,2.9879,2.8804,3.2242,98.5628,14.4898,8.7074,-0.1124,3.1911802641106837,9.386259096585084
2016-03-31,600573.SH,-16.666666666666682,,10.7383,-20.7644,-20.7644,-28.6732,-22.77864174706995,-23.6925,-23.69245876997546,-27.9146,-23.01,-23.01,-26.8407,10.7127,,-8.312997678736297,-5.542359579603111,,0.8466469148290366,-53.99428865993813,14.71778677593026,1.8966258252330028,-1.6599,-1.66,-1.6738,-1.8047,,-1.8198,,-1.562,-1.5353,-1.687,46.57350242309564,-6.6396,-6.248,-6.1412,-14.4178,-15.571079315028394,26.3012,73.6988,-13.485999031501416,33.2108,104.23893880344373,-14.4178,-15.029,-14.6689,115.6673,16.3487,17.1131,-0.2511,3.5686316872339496,
